id,spec_section,tier,domain,status,evidence
ARCH-001,"§15.1","Frozen","Infrastructure","Implemented","wrangler.jsonc:4 (main src/worker.ts), :33-36 (two custom_domain routes revealyst.com + app.revealyst.com), :48 workers_dev:true, :58-84 six crons, :86-116 POLL_QUEUE + revealyst-poll consumer max_retries:10 + dead_letter_queue revealyst-poll-dlq, :161-166 Hyperdrive binding; src/lib/domains.ts:14-17,111-128 host split single source of truth; src/db/client.ts:34-68 Neon-via-Hyperdrive + Drizzle; src/lib/auth.ts:112 joins on, :178 cookieCache DISABLED tripwire; org_id/Personal=org-of-one is the established schema invariant. Topology matches the frozen contract exactly."
ARCH-002,"§15.1","Frozen","Infrastructure","Implemented","src/lib/dashboard-view.ts:220-310 every DB read (incl. Wave6/7 additions scope.catalog.list, scope.capabilities.labels, scope.mastery.coverageCounts at :302-309) is in ONE flat Promise.all at :239, explicitly commented as round-trip depth 1; tests/perf/authenticated-page-queries.test.ts:128-129,148-149 assert total<=6 and sequentialDepth<=1. wrangler.jsonc has NO smart_placement key (default OFF) with :12-24 comment documenting the auth-hang incident that keeps it off. New read surfaces threaded onto the existing Promise.all, never a new sequential stage."
ARCH-003,"§15.2","Frozen","Database","Implemented","Three-registration law is test-enforced two ways: tests/tenant-isolation.test.ts:459-467 fails if an org-scoped schema table lacks a SCOPED_READS entry (every ENT table has a non-vacuous B-org entry, lines 122-181), and src/db/account-deletion.ts:219 missingFromPurgeTables enumerates schema tables with an orgId column not in PURGE_TABLES/PURGE_EXEMPT_TABLES. ADR requirement enforced by the CI frozen-path guard (schema.ts + drizzle/** require a docs/decisions change in the same PR). All 6 net-new org-scoped tables since W5 carry all three."
ARCH-004,"§15.2","Frozen","Backend","Partially Implemented","MET: forOrg is the only query surface — src/lib/api-context.ts:68 (scope: forOrg), scripts/check-org-scope.mjs:25-46 (createDb allowlist), grep of src/app finds no direct createDb. MET: cross-org reads live in src/db/system.ts (readLaunchFunnelRows:188, listConnectorWorkCandidates:67, listSubscriptionsToMeter:110) and are driven from src/poller/* (dispatch/process/digest/exec-report/flywheel). MET: handleApi/appContext with default-on 402 — src/lib/api-route.ts:18-38. DIVERGES: '...typed in src/contracts/api.ts' — ~20 non-frozen routes (src/app/api/{audit,admin/audit,exec-report,share,share/[id],indexes,indexes/preview,reconcile,org/invites,org/members,invites/accept,maturity/export,benchmark-consent,settings/digest,settings/exec-report}) use colocated Zod schemas and are absent from src/contracts/api.ts apiRoutes (compared route list vs api.ts:144-530)."
ARCH-005,"§15.3","V1","Product Architecture","Partially Implemented","org-scope.ts modularized into 24 factories under src/db/org-scope/* with byte-identical public API (ADR 0027, org-scope.ts:150-196) — done BEFORE Roles/catalog bolted on. BUT src/db/schema.ts is still a 1749-line monolith (wc -l = 1749, no src/db/schema/ dir); ADR 0027 scoped org-scope.ts only, and roles(0026)/catalog(0029)/capabilities(0030)/mastery(0031)/missions(0032)/exposure(0033)/otel(0034) were all appended to the monolithic frozen schema.ts."
ARCH-006,"§15.3","V1","Security","Implemented","src/lib/visibility.ts generalizes the old hand-written check into TEAM_VISIBLE_IDENTITY_SURFACES (:88) with IDENTITY_BEARING_MANIFEST (:127) and identityManifestGaps (:140); the completeness tripwire is test-enforced (src/lib/visibility.test.ts:72-78) — a 4th identity-bearing surface can no longer pass vacuously."
ARCH-007,"§15.3","V1","Sync & Integrations","Implemented","Spike fired and resolved GO: docs/research/2026-07-13-claude-code-otel-receiver-spike.md:27-40 '## 0. Go / no-go — GO, with a mandated exporter config' (OTLP/HTTP JSON mandated, gRPC rejected). Founder-gated live capture completed (spike §9 update 2026-07-14, real fixtures/otel/*.captured.json landed). Receiver subsequently built (P8/W7-8): src/lib/otel-receiver.ts + routes + decoder."
ARCH-008,"§15.3","V1","Product Architecture","Implemented","roles table + engineering-only seed shipped in drizzle/0026_roles-entity.sql (8 eng slugs, ON CONFLICT DO NOTHING), migration 0026 precedes recommendation_catalog migration 0029 (drizzle/0029_recommendation-catalog.sql). The catalog seed sets NO applicable_roles (column defaults '{}'::text[], line 11; the 7 seeded VALUES rows omit it) — i.e. zero role-specific catalog content exists yet, so Roles genuinely shipped before any role-specific content."
ARCH-009,"§15.3","V1","Documentation","Implemented","docs/decisions/0033-recommendation-catalog.md:86-113 has an explicit '### Evaluator + the batched-read design (§8.2 perf floor — an ADR REQUIREMENT)' block stating 'ONE per-org catalog read... per-person evaluation IN MEMORY. NEVER N per-person round trips'; code matches at src/db/org-scope/catalog.ts (list()) folded into the depth-1 Promise.all in src/lib/dashboard-view.ts:174 and src/poller/digest.ts."
ARCH-010,"§15.3","Future","Product Architecture","Implemented","Verified absence: no outcomes table in src/db/schema.ts (grep 'outcome' returns only comments at lines 62/1022/1438 describing rec-interaction/capability as 'Outcomes-loop forerunner'), no outcomes migration (grep of drizzle/*.sql = none), no outcomes namespace (ls src/db/org-scope/ has none; grep outcomesNamespace/outcome_ in src = none). Outcomes correctly stays Future/absent — no hollow always-empty table."
ARCH-011,"§15.4","Frozen","Documentation","Implemented",".github/workflows/ci.yml:35-68 `frozen-contracts` PR job: ci.yml:58 regex covers src/contracts/, src/db/schema.ts, src/db/org-scope(.ts|/), src/lib/credentials.ts, drizzle/, docs/connector-facts.md; ci.yml:59 covers fixtures/ under a MDR diff-filter (adding files is allowed, modify/delete trips); ci.yml:61-66 exits 1 when a frozen path changed without a docs/decisions/ change in the same PR. All frozen paths present on disk (src/contracts/{api,connector,scores,attribution,metrics,tracked-user}.ts, src/db/org-scope/* + src/db/schema.ts, src/lib/credentials.ts, docs/connector-facts.md, fixtures/*); ADRs numbered through 0039 in docs/decisions/."
OQ-001,"§16.1","Open","Documentation","Partially Implemented","Spec §16.1 (docs/Revealyst_Product_Spec_V4.md:837-838) records it open with a 6-week default; docs/Revealyst_Execution_Plan_V4.md:31 repeats the 6-week default; MET-001/002/003 instrumentation shipped; CLAUDE.md notes the dogfood clock running since 2026-07-14. No recorded founder sign-off of a final N+threshold anywhere in docs/decisions/ or docs/gates/."
OQ-002,"§16.2","Open","Documentation","Implemented","Spec §16.2 default is 'demoted'; the demotion is live — src/components/app-sidebar.tsx:53-55 comments 'Custom Index Builder (W4-U) is DEMOTED out of nav prominence... route (/indexes) stay intact and server-gated, but it no longer occupies a [nav slot]'. Route present but out of nav (src/app/(app)/indexes/page.tsx exists)."
OQ-003,"§16.3","Open","Documentation","Blocked","Spec §16.3 (docs/Revealyst_Product_Spec_V4.md:841-844) marks it open pending M365/Workspace admin-API research; CLAUDE.md W7/P8 banner and docs/Revealyst_W7_Implementation_Report.md keep non-eng role expansion explicitly deferred ('a separate gate needing an honest M365/Workspace role-telemetry source'). No research doc exists under docs/research/."
OQ-004,"§16.4","Open","Documentation","Blocked","Spec §16.4 (docs/Revealyst_Product_Spec_V4.md:845-846) marks 'conversation structure' scope open, to clarify before any V1 design. Guardrail holds: grep for conversation-structure/planning-behaviour signals across src/ finds none (only allowed session-shape stats — subject_day_signals histogram in src/contracts/metrics.ts). No scope-clarification decision recorded."
OQ-005,"§16.5","Resolved","Documentation","Implemented","Spec §16.5 resolves it (daily content, no daily nag/streak, weekly-with-forgiveness). Recorded + enforced: docs/decisions/0037-missions.md:6,15,39 ('no XP/streak/league/points column', schema-shape + banned-phrasing tests); CLAUDE.md GJ-003 'no-streak decision recorded'; no streak/nag copy in src/lib/companion-glossary.ts or digest-copy.ts."
OQ-006,"§16.6","Open","Documentation","Partially Implemented","Spec §16.6 marks it open, decided by measured last_success_at cadence. The decision framework is recorded: docs/research/2026-07-11-manual-sync-vs-desktop-connector.md:11-13 resolves the architecture (Manual Sync ships; resident agent demoted to demand-gated, reversible), SYNC-007 records 'demoted not dead', and connections.last_success_at + connector_runs cadence are instrumented (MET-003). The actual go/no-go call is not yet made — it awaits cadence data volume."
OQ-007,"§16.7","Resolved","Documentation","Implemented","Spec §16.7 resolves it (digest already shipped; only content extension remains). Confirmed shipped: src/lib/digest-content.ts + src/poller/digest.ts exist; WF-006/MVP-006 content extension landed (digest reuses digest-content.ts for the Growth-Journey lane)."
OQ-008,"§16.8","Resolved","Documentation","Partially Implemented","The DECISION is implemented + recorded: docs/decisions/0036-user-capability-state.md:98-105 and docs/Revealyst_W7_Implementation_Report.md:152-155 confirm the capability profile is a 'decomposition of the one proficiency band', not a third ladder. BUT the 'founder sign-off received per W7' claim is unbacked: ADR 0036:96-100 ('Founder sign-off note (engineering assumption)... Executed autonomously per directive') and W7 report §3 (lines 142-155, header 'Engineering assumptions made (no founder input required)') explicitly label the third-ladder line an autonomous engineering assumption, NOT a recorded founder sign-off. The genuine W7 founder sign-off (ADR 0037) was for missions anti-gamification, a different item."
OQ-009,"§16.9","Resolved","Documentation","Implemented","Spec §16.9 requires a founder-signed ADR reversing the don't-log stance. docs/decisions/0038-recommendation-exposure-log.md:5-6 ('Deciders... founder-signed privacy-reversal received') and :18-19 ('requires a founder-signed ADR before any table exists — which this is'); recommendation_exposure shipped (mig 0033)."
